,code,region
709,11.03.01.2026,Buket Raya
710,11.03.01.2027,Gampong Keude
711,11.03.01.2028,Peukan Idi Cut
712,11.03.01.2029,Gampong Beunot
713,11.03.01.2030,Seuneubok Baroh
714,11.03.01.2031,Teupin Drum
715,11.03.01.2032,Kuala Idi Cut
716,11.03.01.2034,Seuneubok Aceh
717,11.03.01.2035,Gampong Baro
718,11.03.01.2036,Bagok Panah Sa
719,11.03.01.2037,Bagok Panah Dua
720,11.03.01.2038,Bagok Panah Lhee
721,11.03.01.2039,Bagok Panah Peut
722,11.03.01.2040,Buket Tualang
723,11.03.01.2041,Keumuneng Sa
724,11.03.01.2042,Keumuneng Dua
725,11.03.01.2043,Keumuneng Lhee
726,11.03.01.2044,Keumuneng Peut
727,11.03.01.2045,Keumuneng Limong
728,11.03.01.2046,Meunasah Blang
729,11.03.02,Julok
730,11.03.02.2001,Blang Keumahang
731,11.03.02.2002,Blang Jambee
732,11.03.02.2003,Keumuneng
733,11.03.02.2004,Ladang Baro
734,11.03.02.2005,Buket Panyang
735,11.03.02.2006,Seuneubok Rambong
736,11.03.02.2007,Seuneubok Baro
737,11.03.02.2008,Blang Mideun
738,11.03.02.2009,Paya Bakong
739,11.03.02.2010,Teupin Raya
740,11.03.02.2011,Lhok Rambong
741,11.03.02.2012,Julok Tunong
742,11.03.02.2013,Ulee Ateung
743,11.03.02.2014,Ulee Blang
744,11.03.02.2015,Labuhan
745,11.03.02.2016,Naleung
746,11.03.02.2017,Mane Rampak
747,11.03.02.2018,Matang
748,11.03.02.2019,Blang Uyok
749,11.03.02.2020,Blang Pauh Sa
750,11.03.02.2021,Blang Pauh Dua
751,11.03.02.2022,Ulee Tanoh
752,11.03.02.2023,Keude Kuta Binjei
753,11.03.02.2024,Bukit Seroja
754,11.03.02.2025,Kuala Geulumpang
755,11.03.02.2026,Gampong Baro
756,11.03.02.2027,Tumpok Teungoh
757,11.03.02.2028,Seumatang
758,11.03.02.2029,Ujong Tunong
759,11.03.02.2030,Bukit Dindeng
760,11.03.02.2031,Paya Pasi
761,11.03.02.2032,Alue Cek Doi
762,11.03.02.2033,Blang Gleum
763,11.03.02.2034,Tanjong Tok Blang
764,11.03.02.2035,Buket Makmu
765,11.03.02.2036,Lhok Seuntang
766,11.03.02.2037,Simpang Lhee
767,11.03.03,Idi Rayeuk
768,11.03.03.2001,Gampong Jawa
769,11.03.03.2002,Keude Blang
770,11.03.03.2003,Tanoh Anoe
771,11.03.03.2004,Kuala Peudawa Puntong
772,11.03.03.2005,Gampong Aceh
773,11.03.03.2006,Kuta Blang
774,11.03.03.2007,Gampong Tanjong
775,11.03.03.2008,Blang Geulumpang
776,11.03.03.2009,Meunasah Pu'uk
777,11.03.03.2010,Bantayan Timu
778,11.03.03.2011,Keutapang Mameh
779,11.03.03.2012,Seuneubok Rambong
780,11.03.03.2013,Kuala Idi
781,11.03.03.2014,Keude Aceh
782,11.03.03.2023,Seuneubok Bacee
783,11.03.03.2029,Titi Baro
784,11.03.03.2047,Tanjong Kapai
785,11.03.03.2048,Alue Dua Muka O
786,11.03.03.2049,Alue Dua Muka S
787,11.03.03.2050,Ulee Blang
788,11.03.03.2051,Buket Jok
789,11.03.03.2052,Buket Meulinteung
790,11.03.03.2053,Gampong Jalan
791,11.03.03.2054,Teupin Batee
792,11.03.03.2055,Buket Langa
793,11.03.03.2056,Buket Pala
794,11.03.03.2057,Buket Juara
795,11.03.03.2058,Seuneubok Tutong
796,11.03.03.2059,Seuneubok Tuha
797,11.03.03.2060,Sampoimah
798,11.03.03.2061,Dama pulo
799,11.03.03.2062,Gureb Blang
800,11.03.03.2064,Gampong Baro
801,11.03.03.2065,SeuneubokTeungoh P.Puntong
802,11.03.03.2067,Kuta Lawah
803,11.03.04,Birem Bayeun
804,11.03.04.2001,Jambo Labu
805,11.03.04.2002,Alue Canang
806,11.03.04.2003,Alue Drien
807,11.03.04.2004,Buket Tiga
808,11.03.04.2005,Benteng
809,11.03.04.2006,Afeling II Bukit
810,11.03.04.2007,Keumuneng Hulu
811,11.03.04.2008,Peutow
812,11.03.04.2009,Alue Buloh
813,11.03.04.2010,Alue Teh
814,11.03.04.2011,Paya Rambong
815,11.03.04.2012,Alue Gadeng SA
816,11.03.04.2013,Paya Tampah
817,11.03.04.2014,Paya Bili Dua
818,11.03.04.2015,Paya Bili Sa
819,11.03.04.2016,Paya Peulawi
820,11.03.04.2017,Keude Birem
821,11.03.04.2018,Bayeun
822,11.03.04.2019,Aramiyah
823,11.03.04.2020,Blang Tualang
824,11.03.04.2021,Buket Seuleumak
825,11.03.04.2022,Birem Rayeuk
826,11.03.04.2023,Alue Gadeng
827,11.03.04.2024,Alue Gadeng Dua
828,11.03.04.2025,Alue Sentang
829,11.03.04.2026,Merbou Dua
830,11.03.04.2027,Alue Nyamoek
831,11.03.05,Serbajadi
832,11.03.05.2001,Lokop
833,11.03.05.2002,Terujak
834,11.03.05.2003,Tualang
835,11.03.05.2004,Leles
836,11.03.05.2005,Ujung Karang
837,11.03.05.2006,Nalon
838,11.03.05.2007,Jering
839,11.03.05.2008,Loot
840,11.03.05.2009,Seku Alan
841,11.03.05.2010,Sunti
842,11.03.05.2011,Umah Taring
843,11.03.05.2012,Bunin
844,11.03.05.2013,Sembuang
845,11.03.05.2014,Seuleumak
846,11.03.05.2015,Mesir
847,11.03.05.2016,Rampah
848,11.03.05.2022,Arul Durin
849,11.03.06,Nurussalam
850,11.03.06.2001,Keude Bagok Sa
851,11.03.06.2002,Keude Bagok Dua
852,11.03.06.2003,Asan Tanjong
853,11.03.06.2004,Bantayan
854,11.03.06.2005,Matang Seuleumak
855,11.03.06.2006,Teupin Pukat
856,11.03.06.2007,Matang Neuheun
857,11.03.06.2008,Kuala Bagok
858,11.03.06.2009,Meunasah Teungoh
859,11.03.06.2010,Medang Ara
860,11.03.06.2011,Peulawi
861,11.03.06.2012,Baroh Bugeng
862,11.03.06.2013,Seumatang Aron
863,11.03.06.2014,Blang Panjou
864,11.03.06.2025,Pulo U
865,11.03.06.2026,Cot Asan
866,11.03.06.2027,Paya Enjee
867,11.03.06.2028,Seuleumak Muda
868,11.03.06.2029,Matang Panyang
869,11.03.06.2030,Meunasah Hagu
870,11.03.06.2031,Matang Kunyet
871,11.03.06.2032,Buket Panjou
872,11.03.06.2033,Buket Meurak
873,11.03.06.2034,Buket Panyang
874,11.03.06.2035,Seuneubok Dalam
875,11.03.06.2036,Gampong Mesjid
876,11.03.06.2037,Alue Siwah Serdang
877,11.03.06.2038,Gampong Lhee
878,11.03.06.2039,Beurandang
879,11.03.06.2040,Gampong Jalan
880,11.03.06.2041,Seuneubok Rambong
881,11.03.07,Peureulak
882,11.03.07.2001,Pasir Putih
883,11.03.07.2002,Tualang
884,11.03.07.2003,Keude Peureulak
885,11.03.07.2004,Leuge
886,11.03.07.2005,Uteun Dama
887,11.03.07.2006,Punti
888,11.03.07.2007,Alue Dua Paya Gajah
889,11.03.07.2008,Blang Bitra
890,11.03.07.2009,Kuala Bugak
891,11.03.07.2010,Paya Lipah
892,11.03.07.2011,Seumatang Muda Itam
893,11.03.07.2012,Lhok Dalam
894,11.03.07.2013,Beusa Meuranoe
895,11.03.07.2014,Bangka Rimung
896,11.03.07.2015,Tanoh Rata
897,11.03.07.2016,Bandrong
898,11.03.07.2017,Blang Balok
899,11.03.07.2018,Cot Muda Itam
900,11.03.07.2019,Keumuneng
901,11.03.07.2020,Kuala Leuge
902,11.03.07.2021,Balee Buya
903,11.03.07.2022,Alue Nibong
904,11.03.07.2023,Seuneubok Peusangan
905,11.03.07.2024,Seuneubok Aceh
906,11.03.07.2025,Seuneubok Pidie
907,11.03.07.2026,Dama Tutong
908,11.03.07.2027,Matang Gleum
909,11.03.07.2028,Lubok Pempeng
910,11.03.07.2029,Buket Pala
911,11.03.07.2030,Paya Kalui
912,11.03.07.2031,Cek Mbon
913,11.03.07.2032,Paya Meuligou
914,11.03.07.2033,Blang Simpo
915,11.03.07.2034,Blang Batee
916,11.03.07.2035,Matang Peulawi
917,11.03.07.2036,Cot Geulumpang
918,11.03.07.2037,Alue Rambong
919,11.03.07.2038,Cot Keh
920,11.03.08,Rantau Selamat
921,11.03.08.2001,Bayeun
922,11.03.08.2002,Rantau Panjang
923,11.03.08.2003,Alue Raya
924,11.03.08.2004,Alue Kumba
925,11.03.08.2005,Seuneubok Dalam
926,11.03.08.2006,Alue Seuleumak
927,11.03.08.2007,Sarah Kayee
928,11.03.08.2008,Damar Siput
929,11.03.08.2009,Simpang Peut
930,11.03.08.2010,Simpang Aneuh
931,11.03.08.2011,Alue Punti
932,11.03.08.2012,Alue Kaul
933,11.03.08.2013,Sarah Teube
934,11.03.08.2014,Alue Tuwi
935,11.03.09,Simpang Ulim
936,11.03.09.2001,Peulalu
937,11.03.09.2002,Nicah Awe
938,11.03.09.2003,Alue Buloh Sa
939,11.03.09.2004,Alue Buloh Dua
940,11.03.09.2005,Teupin Breuh
941,11.03.09.2006,Matang Rayeuk
942,11.03.09.2007,Matang Kumbang
943,11.03.09.2008,Blang Nie
944,11.03.09.2010,Bantayan
945,11.03.09.2011,Matang Weng
946,11.03.09.2012,Alue Mulieng
947,11.03.09.2013,Pucok Alue Dua
948,11.03.09.2014,Gampong Blang
949,11.03.09.2015,Keude Tuha
950,11.03.09.2016,Kuala Simpang Ulim
951,11.03.09.2017,Lampoh Rayeuk
952,11.03.09.2018,Teupin Mamplam
953,11.03.09.2019,Titi Baroh
954,11.03.09.2020,Pucok Alue Sa
955,11.03.09.2021,Pucok Alue Barat
956,11.03.09.2022,Arakundo
957,11.03.09.2023,Gampong Baro
958,11.03.09.2024,Matang Seupeng
959,11.03.10,Rantau Peureulak
960,11.03.10.2001,Paya Unou
961,11.03.10.2002,Seuneubok Johan
962,11.03.10.2003,Seuneubok Baro
963,11.03.10.2004,Pulo Blang
964,11.03.10.2005,Blang Barom
965,11.03.10.2006,Seuneubok Dalam
966,11.03.10.2007,Seuleumak Muda
967,11.03.10.2008,Bhom Lama
968,11.03.10.2009,Pasi Puteh
969,11.03.10.2010,Alue Dua
970,11.03.10.2011,Buket Pala
971,11.03.10.2012,Mata Ie
972,11.03.10.2013,Alue Udep
973,11.03.10.2014,Seumali
974,11.03.10.2015,Punti Payong
975,11.03.10.2016,Paya Palas
976,11.03.10.2017,Tampak
977,11.03.10.2018,Kliet
978,11.03.10.2019,Alue Geunteng
979,11.03.10.2020,Pertamina
980,11.03.10.2021,Alue Batee
981,11.03.10.2022,Beurandang
982,11.03.10.2024,Seumanah Jaya
983,11.03.11,Pante Bidari
984,11.03.11.2001,Blang Seunong
985,11.03.11.2002,Suka Damai
986,11.03.11.2003,Pante Labu
987,11.03.11.2004,Pante Rambong
988,11.03.11.2005,Alue Ie Mirah
989,11.03.11.2006,Seuneubok Tuha
990,11.03.11.2007,Seuneubok Saboh
991,11.03.11.2008,Buket Kareung
992,11.03.11.2009,Buket Bata
993,11.03.11.2010,Meunasah Tunong
994,11.03.11.2011,Meunasah Teungoh
995,11.03.11.2012,Keude Baro
996,11.03.11.2013,Matang Perlak
997,11.03.11.2014,Grong-grong
998,11.03.11.2015,Matang Kruet
999,11.03.11.2016,Meunasah Leubok
1000,11.03.11.2017,Pante Panah
1001,11.03.11.2018,Paya Demam Sa
1002,11.03.11.2019,Paya Demam Dua
1003,11.03.11.2020,Paya Demam Lhee
1004,11.03.11.2021,Matang Pudeng
1005,11.03.11.2022,Putoh Sa
1006,11.03.11.2023,Putoh Dua
1007,11.03.11.2024,Sah Raja
1008,11.03.11.2025,Sijudo
1009,11.03.12,Madat
1010,11.03.12.2001,Madat
1011,11.03.12.2002,Matang Keupula Sa
1012,11.03.12.2003,Matang Keupula Dua
1013,11.03.12.2004,Matang Keupula Lhee
1014,11.03.12.2005,Ulee Ateung
1015,11.03.12.2006,Blang Ubit
1016,11.03.12.2007,Matang Guru
1017,11.03.12.2008,Pantee Bayam
1018,11.03.12.2009,Meunasah Asan
1019,11.03.12.2010,Meunasah Tingkeum
1020,11.03.12.2011,Lueng Dua
1021,11.03.12.2012,Lueng Peut
1022,11.03.12.2013,Paya Demam Peut
1023,11.03.12.2014,Abeuk Geulanteu
1024,11.03.12.2015,Rambong Lop
1025,11.03.12.2016,Tanjong Ara
1026,11.03.12.2017,Matang Jrok
1027,11.03.12.2018,Paya Naden
1028,11.03.12.2019,Tanjong Minjei
1029,11.03.12.2020,Pante Merbo
1030,11.03.12.2021,Blang Awe
1031,11.03.12.2022,Bintah
1032,11.03.12.2023,Seuneubok Pidie
1033,11.03.12.2024,Blang Andam
1034,11.03.12.2025,Matang Nibong
1035,11.03.12.2026,Lueng Sa
1036,11.03.13,Indra Makmu
1037,11.03.13.2001,Seuneubok Bayu
1038,11.03.13.2002,Alue Ie Itam
1039,11.03.13.2003,Blang Nisan
1040,11.03.13.2004,Bandar Baro
1041,11.03.13.2005,Alue Patong
1042,11.03.13.2006,Alue Ie Mirah
1043,11.03.13.2007,Suka Makmur
1044,11.03.13.2008,Jambo Balee
1045,11.03.13.2009,Jambo Lubok
1046,11.03.13.2010,Seuneubok Cina
1047,11.03.13.2011,Pelita Sagop Jaya
1048,11.03.13.2012,Perkebunan Julok Rayeuk Selatan
1049,11.03.13.2013,Perkebunan Julok Rayeuk Utara
1050,11.03.14,Idi Tunong
1051,11.03.14.2001,Seuneubok Buloh
1052,11.03.14.2002,Seuneubok Baro
1053,11.03.14.2003,Seuneubok Meureudu
1054,11.03.14.2004,Seuneubok Teupin Panah
1055,11.03.14.2005,Teupin Panah
1056,11.03.14.2006,Gampong Keumuneng
1057,11.03.14.2007,Keude Keumuneng
1058,11.03.14.2008,Keumuneng Lhok
1059,11.03.14.2009,Paya Awee
1060,11.03.14.2010,Paya Gaboh
1061,11.03.14.2011,Padang Kasah
1062,11.03.14.2012,Buket Teukuh
1063,11.03.14.2013,Buket Pu'uk
1064,11.03.14.2014,Blang Minjei
1065,11.03.14.2015,Alue Kumbang A
1066,11.03.14.2016,Alue Kumbang M
1067,11.03.14.2017,Alue Lhok
1068,11.03.14.2018,Seuneubok Buya
1069,11.03.14.2019,Seuneubok Drien
1070,11.03.14.2020,Bantayan Barat
1071,11.03.14.2021,Blang Guci
1072,11.03.14.2022,Buket Rumiya
1073,11.03.14.2023,Seuneubok Punti
1074,11.03.14.2024,Seuneubok Jalan
1075,11.03.14.2025,Seuneubok Dalam
1076,11.03.15,Banda Alam
1077,11.03.15.2001,Jalan Dua
1078,11.03.15.2002,Jambo Reuhat
1079,11.03.15.2003,Seuneubok Benteng
1080,11.03.15.2004,Seuneubok Pango
1081,11.03.15.2005,Seuneubok Simpang
1082,11.03.15.2006,Seuneubok Kandang
1083,11.03.15.2007,Ulee Jalan
1084,11.03.15.2008,Uram Jalan
1085,11.03.15.2009,Seuneubok Bayu
1086,11.03.15.2010,Blang Rambong
1087,11.03.15.2011,Buket Drien
1088,11.03.15.2012,Panton Rayeuk A
1089,11.03.15.2013,Panton Rayeuk B
1090,11.03.15.2014,Panton Rayeuk M
1091,11.03.15.2015,Panton Rayeuk T
1092,11.03.15.2016,Paya Laman
1093,11.03.16,Peudawa
1094,11.03.16.2001,Gampong Keude
1095,11.03.16.2002,Meunasah Krueng
1096,11.03.16.2003,Kuta Baro
1097,11.03.16.2004,Alue Batee
1098,11.03.16.2005,Matang Rayeuk
1099,11.03.16.2006,Paya Bili Dua
1100,11.03.16.2007,Alue Ie Itam
1101,11.03.16.2008,Asan Rampak
1102,11.03.16.2009,Gampong Kuala
1103,11.03.16.2010,Paya Dua
1104,11.03.16.2011,Seuneubok Teungoh
1105,11.03.16.2012,Buket Kuta
1106,11.03.16.2013,Sama Dua
1107,11.03.16.2014,Blang Kuta
1108,11.03.16.2015,Blang Buket
1109,11.03.16.2016,Seuneubok Peunteut
1110,11.03.16.2017,Paya Bili Sa
1111,11.03.17,Peureulak Timur
1112,11.03.17.2001,Babah Krueng
1113,11.03.17.2002,Kruet Lintang
1114,11.03.17.2003,Jengki
1115,11.03.17.2004,Buket Meriam
1116,11.03.17.2005,Alue Gureb
1117,11.03.17.2006,Seuneubok Teupin
1118,11.03.17.2007,Seuneubok Teungoh
1119,11.03.17.2008,Alue Bugeng
1120,11.03.17.2009,Seuneubok Punti
1121,11.03.17.2010,Seumatang Keude
1122,11.03.17.2011,Seuneubok Jalan
1123,11.03.17.2012,Seuneubok Paya
1124,11.03.17.2013,Alue Tho
1125,11.03.17.2014,Seuneubok Rawang
1126,11.03.17.2015,Alue Bu Alue Nireh
1127,11.03.17.2016,Seuneubok Dalam
1128,11.03.17.2017,Seuneubok Lapang
1129,11.03.17.2018,Gelanggang Meurak
1130,11.03.17.2019,Alue Bu Alue Lhok
1131,11.03.17.2020,Tualang Pateng
1132,11.03.18,Peureulak Barat
1133,11.03.18.2001,Beusa Seberang
1134,11.03.18.2002,Mon Geudong
1135,11.03.18.2003,Paya Seungat
1136,11.03.18.2004,Teumpeun
1137,11.03.18.2005,Alue Bu Tuha
1138,11.03.18.2006,Alue Bu Jalan
1139,11.03.18.2007,Tanjong Tualang
1140,11.03.18.2008,Beringen
1141,11.03.18.2009,Kebon Tempeun
1142,11.03.18.2010,Paya Gajah
1143,11.03.18.2011,Kabu
1144,11.03.18.2012,Paya Biek
1145,11.03.18.2013,Beusa Baroh
1146,11.03.18.2014,Alue Bu Jalan Baroh
1147,11.03.18.2015,Alue Bu Tunong
1148,11.03.19,Sungai Raya
1149,11.03.19.2001,Alue Rangan
1150,11.03.19.2002,Geulumpang Payong
1151,11.03.19.2003,Labuhan Keudee
1152,11.03.19.2004,Buket Seulamat
1153,11.03.19.2005,Buket Drien
1154,11.03.19.2006,Alue Itam
1155,11.03.19.2007,Paya Keutapang
1156,11.03.19.2008,Gajah Mentah
1157,11.03.19.2009,Seuneubok Pase
1158,11.03.19.2010,Seuneubok Aceh
1159,11.03.19.2011,Krueng Lingka
1160,11.03.19.2012,Sungai Simpang
1161,11.03.19.2013,Kuala Parek
1162,11.03.20,Simpang Jernih
1163,11.03.20.2001,Simpang Jernih
1164,11.03.20.2002,Batu Sumbang
1165,11.03.20.2003,Pante Kera
1166,11.03.20.2004,Rantau Panjang
1167,11.03.20.2005,Melidi
1168,11.03.20.2006,Tampur Paloh
1169,11.03.20.2007,Tampur Boor
1170,11.03.20.2008,HTI Rantau Naro
1171,11.03.21,Darul Ihsan
1172,11.03.21.2001,Meudang Ara
1173,11.03.21.2002,Gunong Putoh
1174,11.03.21.2003,Meunasah Aroen
1175,11.03.21.2004,Keude Dua
1176,11.03.21.2005,Seuneubok Lapang
1177,11.03.21.2006,Alue Jangat
1178,11.03.21.2007,Buket Peulawi
1179,11.03.21.2008,Lhok Panjoe
1180,11.03.21.2009,Seuneubok Aceh Baro
1181,11.03.21.2010,Pulo Blang
1182,11.03.21.2011,Lhok Dalam
1183,11.03.21.2012,Lhok Leumak
1184,11.03.21.2013,Seuneubok Kulam
1185,11.03.21.2014,Panton Meurebo
1186,11.03.21.2015,Seuneubok Teungoh
1187,11.03.21.2016,Lhok Meureu
1188,11.03.22,Darul Falah
1189,11.03.22.2001,Tunong Bugeng
1190,11.03.22.2002,Cempeudak
1191,11.03.22.2003,Buket Tufah
1192,11.03.22.2004,Tunong Ulee Gajah
1193,11.03.22.2005,Keudondong
1194,11.03.22.2006,Seuneubok Panton
1195,11.03.22.2007,Buket Teumpeun
1196,11.03.22.2008,Keude Blang
1197,11.03.22.2009,Paya Kruep
1198,11.03.22.2010,Tunong Paya Kruep
1199,11.03.22.2011,Alue Siwah
1200,11.03.23,Idi Timur
1201,11.03.23.2001,Keutapang Dua
1202,11.03.23.2002,Matang Rayeuk PP
1203,11.03.23.2003,Meunasah Jeumpa
1204,11.03.23.2004,Lhok Asahan
1205,11.03.23.2005,Tualang Dalam
1206,11.03.23.2006,Seuneubok Kuyun
1207,11.03.23.2007,Ulee Glee
1208,11.03.23.2008,Seuneubok Barat
1209,11.03.23.2009,Seuneubok Teungoh
1210,11.03.23.2010,Seuneubok Timu
1211,11.03.23.2011,Matang Bungong
1212,11.03.23.2012,Matang Rayeuk SMK
1213,11.03.23.2013,Seuneubok Dalam
1214,11.03.24,Peunaron
1215,11.03.24.2001,Arul Pinang
1216,11.03.24.2002,Peunaron Baru
1217,11.03.24.2003,Peunaron Lama
1218,11.03.24.2004,Bukit Tiga
1219,11.03.24.2006,Sri Mulya
1220,11.04,KAB. ACEH TENGAH
1221,11.04.01,Linge
1222,11.04.01.2003,Delung Sekinel
1223,11.04.01.2005,Gelampang Gading
1224,11.04.01.2006,Gewat
1225,11.04.01.2008,Jamat
1226,11.04.01.2009,Kemerleng
1227,11.04.01.2010,Kute Baru
1228,11.04.01.2011,Kute Keramil
1229,11.04.01.2012,Kute Rayang
1230,11.04.01.2013,Kute Riyem
1231,11.04.01.2014,Kute Robel
1232,11.04.01.2015,Linge
1233,11.04.01.2016,Lumut
1234,11.04.01.2018,Mungkur
1235,11.04.01.2019,Owaq
1236,11.04.01.2020,Pantan Nangka
1237,11.04.01.2021,Penarun
1238,11.04.01.2022,Simpang Tige Uning
1239,11.04.01.2023,Umang
1240,11.04.01.2024,Despot Linge
1241,11.04.01.2025,Gemboyah
1242,11.04.01.2031,Arul Item
1243,11.04.01.2032,Ise-Ise
1244,11.04.01.2033,Kute Reje
1245,11.04.01.2034,Reje Payung
1246,11.04.01.2035,Pantan Reduk
1247,11.04.01.2036,Antara
1248,11.04.02,Silih Nara
1249,11.04.02.2001,Arul Gele
1250,11.04.02.2002,Arul Kumer
1251,11.04.02.2003,Burni Bius
1252,11.04.02.2004,Genting Gerbang
1253,11.04.02.2005,Gunung Singit
1254,11.04.02.2007,Pepayungan Angkup
1255,11.04.02.2008,Remesen
1256,11.04.02.2009,Rutih
1257,11.04.02.2010,Semelit Mutiara
1258,11.04.02.2012,Wih Porak
1259,11.04.02.2013,Wih Bakong
1260,11.04.02.2014,Wihni Durin
1261,11.04.02.2016,Arul Putih
1262,11.04.02.2017,Arul Relem
1263,11.04.02.2018,Burni Bius Baru
1264,11.04.02.2019,Jerata
1265,11.04.02.2022,Paya Beke
1266,11.04.02.2023,Paya Pelu
1267,11.04.02.2026,Rebe Gedung
1268,11.04.02.2027,Reremal
1269,11.04.02.2029,Senehen
1270,11.04.02.2030,Simpang Kemili
1271,11.04.02.2031,Tenebuk Kampung Baru
1272,11.04.02.2032,Terang Engon
1273,11.04.02.2033,Wih Pesam
1274,11.04.02.2034,Bius Utama
1275,11.04.02.2035,Meker Indah
1276,11.04.02.2036,Mulie Jadi
1277,11.04.02.2037,Wih Bersih
1278,11.04.02.2038,Wih Sagi Indah
1279,11.04.02.2039,Arul Kumer Barat
1280,11.04.02.2040,Arul Kumer Timur
1281,11.04.02.2041,Arul Kumer Selatan
1282,11.04.03,Bebesen
1283,11.04.03.2001,Blang Kolak I
1284,11.04.03.2002,Bebesan
1285,11.04.03.2003,Mongal
1286,11.04.03.2004,Daling
1287,11.04.03.2005,Tensaran
1288,11.04.03.2006,Lelabu
1289,11.04.03.2007,Blang Gele
1290,11.04.03.2008,Kemili
1291,11.04.03.2009,Tan Saril
1292,11.04.03.2010,Blang Kolak II
1293,11.04.03.2011,Umang
1294,11.04.03.2012,Simpang IV
1295,11.04.03.2013,Bahgie
1296,11.04.03.2014,Keramat Mupakat
1297,11.04.03.2015,Atu Gajah Reje Guru
1298,11.04.03.2016,Atu Tulu
1299,11.04.03.2017,Burbiah
1300,11.04.03.2018,Empus Talu
1301,11.04.03.2019,Gele Lah
1302,11.04.03.2020,Kebet
1303,11.04.03.2021,Lemah Burbana
1304,11.04.03.2022,Mah Bengi
1305,11.04.03.2023,Nunang Antara
1306,11.04.03.2024,Pendere Saril
1307,11.04.03.2025,Sadong Juru Mudi
1308,11.04.03.2026,Ulu Nuwih
1309,11.04.03.2027,Colo Blang Gele
1310,11.04.03.2028,Kala Kemili
1311,11.04.07,Pegasing
1312,11.04.07.2001,Arul Badak
1313,11.04.07.2004,Berawang Baro
1314,11.04.07.2008,Gelelungi
1315,11.04.07.2009,Ie Reulop
1316,11.04.07.2010,Kayu Kul
1317,11.04.07.2011,Kedelah
1318,11.04.07.2012,Kung
1319,11.04.07.2013,Kute Lintang
1320,11.04.07.2014,Lelumu
1321,11.04.07.2016,Paya Jeget
1322,11.04.07.2017,Pedekok
1323,11.04.07.2018,Pegasing
1324,11.04.07.2019,Pepalang
1325,11.04.07.2021,Simpang Kelaping
1326,11.04.07.2024,Tebuk
1327,11.04.07.2025,Terang Ulen
1328,11.04.07.2026,Ujung Gele
1329,11.04.07.2029,Wih Ilang
1330,11.04.07.2030,Wih Nareh
1331,11.04.07.2031,Wih Lah
1332,11.04.07.2032,Jejem
1333,11.04.07.2033,Jurusen
1334,11.04.07.2034,Kala Pegasing
1335,11.04.07.2035,Linung Ayu
1336,11.04.07.2036,Panangan Mata
1337,11.04.07.2037,Pantan Musara
1338,11.04.07.2038,Wih Terjun
1339,11.04.07.2039,Belang Bebangka
1340,11.04.07.2040,Uning
1341,11.04.07.2041,Uring
1342,11.04.07.2042,Suka Damai
1343,11.04.08,Bintang
1344,11.04.08.2001,Atu Payung
1345,11.04.08.2002,Bale Nosar
1346,11.04.08.2003,Bamil Nosar
1347,11.04.08.2004,Bewang
1348,11.04.08.2005,Dedamar
1349,11.04.08.2006,Genuren
1350,11.04.08.2007,Kala Bintang
1351,11.04.08.2008,Kala Segi
1352,11.04.08.2009,Kejurun Syiah Utama
1353,11.04.08.2010,Kelitu Sintep
1354,11.04.08.2011,Kuala I
1355,11.04.08.2012,Kuala II
1356,11.04.08.2013,Linung Bulen I
1357,11.04.08.2014,Linung Bulen II
1358,11.04.08.2015,Mengaya
1359,11.04.08.2016,Mude Nosar
1360,11.04.08.2017,Serule
1361,11.04.08.2018,Wakil Jalil
1362,11.04.08.2019,Wihlah Setie
1363,11.04.08.2020,Gegarang
1364,11.04.08.2021,Jamur Konyel
1365,11.04.08.2022,Merodot
1366,11.04.08.2023,Sintep
1367,11.04.08.2024,Gele Pulo
1368,11.04.10,Ketol
1369,11.04.10.2001,Bah
1370,11.04.10.2002,Blang Mancung
1371,11.04.10.2003,Bintang Pepara
1372,11.04.10.2004,Burlah
1373,11.04.10.2005,Buter
1374,11.04.10.2006,Cang Duri
1375,11.04.10.2007,Geulumpang Payung
1376,11.04.10.2008,Jaluk
1377,11.04.10.2009,Kala Ketol
1378,11.04.10.2010,Karang Ampar
1379,11.04.10.2011,Kekuyang
1380,11.04.10.2012,Kute Gelime
1381,11.04.10.2013,Pantan Penyo
1382,11.04.10.2014,Pantan Reduk
1383,11.04.10.2015,Pondok Balik
1384,11.04.10.2016,Rejewali
1385,11.04.10.2017,Serempah
1386,11.04.10.2018,Bergang
1387,11.04.10.2019,Blang Mancung Bawah
1388,11.04.10.2020,Buge Ara
1389,11.04.10.2021,Genting Bulen
1390,11.04.10.2022,Jalan Tengah
1391,11.04.10.2023,Jerata
1392,11.04.10.2024,Simpang Juli
1393,11.04.10.2025,Selon
1394,11.04.11,Kebayakan
1395,11.04.11.2001,Bukit Sama
1396,11.04.11.2002,Gunung Bukit
1397,11.04.11.2003,Jongok Meluem
1398,11.04.11.2004,Kelupak Mata
1399,11.04.11.2005,Lot Kala
1400,11.04.11.2006,Mendale
1401,11.04.11.2007,Paya Reje Tami Dalem
1402,11.04.11.2008,Paya Tumpi
1403,11.04.11.2009,Pinangan
1404,11.04.11.2010,Bukit
1405,11.04.11.2011,Bukit Ewih Tami Delem
1406,11.04.11.2012,Gunung Bahgie
1407,11.04.11.2013,Gunung Balohen
1408,11.04.11.2014,Jongkok Bathin
1409,11.04.11.2015,Kala Lengkio
1410,11.04.11.2016,Kute Lot
